VALUE,COUNT,FSTTYP_W,LC16_EVT_2,FORTYPCD,FORTYPNAME,FILTER,KB COMMENT,FLDTYPCD,FLDTYPNAME,EVT_NAME,EVT_LF,SAF_SRM
3074,1022,924,7158,924,Blue oak,Dry,,924,Blue oak,North Pacific Montane Riparian Woodland,Tree,SAF 222: Black Cottonwood-Willow
3109,173,924,7017,924,Blue oak,Dry,,924,Blue oak,Columbia Plateau Western Juniper Woodland and Savanna,Tree,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass
3397,46,924,7022,924,Blue oak,Dry,,924,Blue oak,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,Tree,SAF 248: Knobcone Pine
3407,305,924,7013,924,Blue oak,Dry,,924,Blue oak,Western Great Plains Dry Bur Oak Forest and Woodland,Tree,SAF 236: Bur Oak
3431,4854505,924,7114,924,Blue oak,Dry,,924,Blue oak,California Lower Montane Foothill Pine Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
3435,671073,924,7265,924,Blue oak,Dry,,924,Blue oak,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
3436,599542,924,7264,924,Blue oak,Dry,,924,Blue oak,California Lower Montane Blue Oak Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
3514,2391,924,7032,924,Blue oak,Dry,,924,Blue oak,Mediterranean California Red Fir Forest,Tree,SAF 207: Red Fir
3525,543996,924,9302,924,Blue oak,Dry,,924,Blue oak,Californian Ruderal Forest,Tree,LF 53: Ruderal Forest
3531,19,924,7173,924,Blue oak,Dry,,924,Blue oak,North Pacific Wooded Volcanic Flowage,Tree,SAF 218: Lodgepole Pine
3532,43711,924,7112,924,Blue oak,Dry,,924,Blue oak,California Central Valley Mixed Oak Savanna,Tree,SRM 201: Blue Oak Woodland
3570,61815,924,7151,924,Blue oak,Dry,,924,Blue oak,California Central Valley Riparian Woodland,Tree,SRM 203: Riparian Woodland
3614,12862,924,7034,924,Blue oak,Dry,,924,Blue oak,Mediterranean California Mesic Serpentine Woodland,Tree,SAF 248: Knobcone Pine
3670,94,924,7033,924,Blue oak,Dry,,924,Blue oak,Mediterranean California Subalpine Woodland,Tree,SAF 256: California Mixed Subalpine
3749,653,924,7019,924,Blue oak,Dry,,924,Blue oak,Great Basin Pinyon-Juniper Woodland,Tree,SRM 412: Juniper-Pinyon Woodland
3753,2446,924,7015,924,Blue oak,Dry,,924,Blue oak,California Coastal Redwood Forest,Tree,SAF 232: Redwood
3935,14,924,7058,924,Blue oak,Dry,,924,Blue oak,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Tree,SAF 218: Lodgepole Pine
3952,177845,924,7113,924,Blue oak,Dry,,924,Blue oak,California Coastal Live Oak Woodland and Savanna,Tree,SAF 255: California Coast Live Oak
4180,103947,924,7014,924,Blue oak,Dry,,924,Blue oak,Central and Southern California Mixed Evergreen Woodland,Tree,SAF 249: Canyon Live Oak
4240,1116,924,7049,924,Blue oak,Dry,,924,Blue oak,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Tree,SAF 219: Limber Pine
4346,11244,924,9028,924,Blue oak,Dry,,924,Blue oak,Western Great Plains Riparian Woodland,Tree,LF 42: Great Plains Riparian
4404,31257,924,9035,924,Blue oak,Dry,,924,Blue oak,North American Warm Desert Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
4408,408,924,9154,924,Blue oak,Dry,,924,Blue oak,North American Warm Desert Wash Woodland,Tree,SRM 203: Riparian Woodland
4416,3088,924,9034,924,Blue oak,Dry,,924,Blue oak,North American Warm Desert Riparian Woodland,Tree,SRM 203: Riparian Woodland
4418,3984,924,9026,924,Blue oak,Dry,,924,Blue oak,Western Great Plains Floodplain Forest and Woodland,Tree,LF 42: Great Plains Riparian
4423,2015,924,7117,924,Blue oak,Dry,,924,Blue oak,Southern Rocky Mountain Ponderosa Pine Savanna,Tree,SAF 237: Interior Ponderosa Pine
4436,14574,924,7054,924,Blue oak,Dry,,924,Blue oak,Southern Rocky Mountain Ponderosa Pine Woodland,Tree,SAF 237: Interior Ponderosa Pine
4448,4030,924,9019,924,Blue oak,Dry,,924,Blue oak,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
4461,8,924,7385,924,Blue oak,Dry,,924,Blue oak,Great Plains Wooded Draw and Ravine Woodland,Tree,LF 41: Deciduous Shrubland
4463,636,924,9152,924,Blue oak,Dry,,924,Blue oak,North American Warm Desert Riparian Mesquite Bosque Woodland,Tree,SRM 203: Riparian Woodland
4486,92,924,7052,924,Blue oak,Dry,,924,Blue oak,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
4490,8,924,7016,924,Blue oak,Dry,,924,Blue oak,Colorado Plateau Pinyon-Juniper Woodland,Tree,SRM 504: Juniper-Pinyon Pine Woodland
4493,626,924,7051,924,Blue oak,Dry,,924,Blue oak,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
4516,198325,924,7118,924,Blue oak,Dry,,924,Blue oak,Southern California Oak Woodland and Savanna,Tree,SAF 255: California Coast Live Oak
4531,41,924,7012,924,Blue oak,Dry,,924,Blue oak,Rocky Mountain Bigtooth Maple Ravine Woodland,Tree,SRM 418: Bigtooth Maple
4577,48391,924,7026,924,Blue oak,Dry,,924,Blue oak,Madrean Upper Montane Conifer-Oak Forest and Woodland,Tree,SAF 241: Western Live Oak
4603,1209842,924,7024,924,Blue oak,Dry,,924,Blue oak,Madrean Lower Montane Pine-Oak Forest and Woodland,Tree,SAF 241: Western Live Oak
4678,83,924,7055,924,Blue oak,Dry,,924,Blue oak,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
4694,59,924,7061,924,Blue oak,Dry,,924,Blue oak,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Tree,SAF 217: Aspen
4699,2523,924,7023,924,Blue oak,Dry,,924,Blue oak,Madrean Encinal,Tree,SAF 241: Western Live Oak
4709,16759,924,7025,924,Blue oak,Dry,,924,Blue oak,Madrean Pinyon-Juniper Woodland,Tree,SRM 504: Juniper-Pinyon Pine Woodland
4834,165,924,7116,924,Blue oak,Dry,,924,Blue oak,Madrean Juniper Savanna,Tree,SRM 735: Sideoats Grama-Sumac-Juniper
4876,5,924,7057,924,Blue oak,Dry,,924,Blue oak,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Tree,SAF 209: Bristlecone Pine
4881,2,924,7119,924,Blue oak,Dry,,924,Blue oak,Southern Rocky Mountain Juniper Woodland and Savanna,Tree,SRM 504: Juniper-Pinyon Pine Woodland
4913,158,924,9289,924,Blue oak,Dry,,924,Blue oak,Madrean Mesic Canyon Forest and Woodland,Tree,SAF 241: Western Live Oak
519,173712,509,7053,509,Bur oak,Dry,,509,Bur oak,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Tree,SAF 237: Interior Ponderosa Pine
615,1188,509,9012,509,Bur oak,Dry,,509,Bur oak,Northern Rocky Mountain Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
929,231,509,7156,509,Bur oak,Dry,,509,Bur oak,North Pacific Lowland Riparian Forest,Tree,SAF 222: Black Cottonwood-Willow
1036,21,509,7010,509,Bur oak,Dry,,509,Bur oak,Northern Rocky Mountain Western Larch Savanna,Tree,SAF 212: Western Larch
1065,1313,509,7049,509,Bur oak,Dry,,509,Bur oak,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Tree,SAF 219: Limber Pine
1086,6542,509,7011,509,Bur oak,Dry,,509,Bur oak,Rocky Mountain Aspen Forest and Woodland,Tree,SAF 217: Aspen
1106,2816,509,7385,509,Bur oak,Dry,,509,Bur oak,Great Plains Wooded Draw and Ravine Woodland,Tree,LF 41: Deciduous Shrubland
1112,182189,509,7179,509,Bur oak,Dry,,509,Bur oak,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,SAF 237: Interior Ponderosa Pine
1148,372,509,7166,509,Bur oak,Dry,,509,Bur oak,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
1149,367,509,7050,509,Bur oak,Dry,,509,Bur oak,Rocky Mountain Lodgepole Pine Forest,Tree,SAF 218: Lodgepole Pine
1271,416294,509,7013,509,Bur oak,Dry,,509,Bur oak,Western Great Plains Dry Bur Oak Forest and Woodland,Tree,SAF 236: Bur Oak
1311,1872,509,9179,509,Bur oak,Dry,,509,Bur oak,North-Central Interior Floodplain Forest,Tree,SAF 61: River Birch-Sycamore
1333,171853,509,7310,509,Bur oak,Dry,,509,Bur oak,North-Central Interior Dry-Mesic Oak Forest and Woodland,Tree,SAF 52: White Oak-Black Oak-Northern Red Oak
1336,4294,509,9315,509,Bur oak,Dry,,509,Bur oak,Northern & Central Native Ruderal Forest,Tree,LF 53: Ruderal Forest
1341,265,509,7009,509,Bur oak,Dry,,509,Bur oak,Northwestern Great Plains Aspen Forest and Parkland,Tree,SAF 217: Aspen
1350,302,509,9314,509,Bur oak,Dry,,509,Bur oak,Northern & Central Native Ruderal Flooded & Swamp Forest,Tree,LF 53: Ruderal Forest
1364,60,509,7395,509,Bur oak,Dry,,509,Bur oak,North-Central Oak Barrens Woodland,Tree,SAF 14: Northern Pin Oak
1421,103,509,7311,509,Bur oak,Dry,,509,Bur oak,North-Central Interior Dry Oak Forest and Woodland,Tree,SAF 110: Black Oak
1468,1464,509,7165,509,Bur oak,Dry,,509,Bur oak,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tree,SRM 109: Ponderosa Pine-Shrubland
1472,123,509,7060,509,Bur oak,Dry,,509,Bur oak,East Cascades Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1495,418,509,7045,509,Bur oak,Dry,,509,Bur oak,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,SAF 210: Interior Douglas-Fir
1534,2159,509,9015,509,Bur oak,Dry,,509,Bur oak,Northwestern Great Plains Riparian Forest,Tree,LF 42: Great Plains Riparian
1553,1,509,7263,509,Bur oak,Dry,,509,Bur oak,East Cascades Oak-Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1623,6,509,7161,509,Bur oak,Dry,,509,Bur oak,Northern Rocky Mountain Conifer Swamp,Tree,SAF 227: Western Redcedar-Western Hemlock
1826,17502,509,7062,509,Bur oak,Dry,,509,Bur oak,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Tree,SRM 415: Curlleaf Mountain-Mahogany
1953,8,509,7047,509,Bur oak,Dry,,509,Bur oak,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Tree,SAF 213: Grand Fir
2213,2205,509,9019,509,Bur oak,Dry,,509,Bur oak,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
2337,5264,509,7061,509,Bur oak,Dry,,509,Bur oak,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Tree,SAF 217: Aspen
2339,21,509,7055,509,Bur oak,Dry,,509,Bur oak,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
2394,5,509,7058,509,Bur oak,Dry,,509,Bur oak,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Tree,SAF 218: Lodgepole Pine
2408,1,509,7167,509,Bur oak,Dry,,509,Bur oak,Rocky Mountain Poor-Site Lodgepole Pine Forest,Tree,SAF 218: Lodgepole Pine
2537,328,509,7057,509,Bur oak,Dry,,509,Bur oak,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Tree,SAF 209: Bristlecone Pine
2603,5883,509,7031,509,Bur oak,Dry,,509,Bur oak,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,Tree,SAF 247: Jeffrey Pine
2905,97643,509,7054,509,Bur oak,Dry,,509,Bur oak,Southern Rocky Mountain Ponderosa Pine Woodland,Tree,SAF 237: Interior Ponderosa Pine
3017,8,509,7029,509,Bur oak,Dry,,509,Bur oak,Mediterranean California Mixed Oak Woodland,Tree,SAF 246: California Black Oak
3103,6,509,7032,509,Bur oak,Dry,,509,Bur oak,Mediterranean California Red Fir Forest,Tree,SAF 207: Red Fir
3139,7,509,9327,509,Bur oak,Dry,,509,Bur oak,Interior West Ruderal Riparian Forest,Tree,LF 58: Introduced Woody Wetlands and Riparian Vegetation
3167,1,509,7173,509,Bur oak,Dry,,509,Bur oak,North Pacific Wooded Volcanic Flowage,Tree,SAF 218: Lodgepole Pine
3224,23,509,7030,509,Bur oak,Dry,,509,Bur oak,Mediterranean California Lower Montane Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
3335,94,509,7012,509,Bur oak,Dry,,509,Bur oak,Rocky Mountain Bigtooth Maple Ravine Woodland,Tree,SRM 418: Bigtooth Maple
3403,2,509,7314,509,Bur oak,Dry,,509,Bur oak,North-Central Interior Maple-Basswood Forest,Tree,SAF 26: Sugar Maple-Basswood
3553,575,509,7028,509,Bur oak,Dry,,509,Bur oak,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
3557,131,509,7052,509,Bur oak,Dry,,509,Bur oak,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
3584,30,509,7172,509,Bur oak,Dry,,509,Bur oak,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tree,SAF 211: White Fir
3656,334,509,7117,509,Bur oak,Dry,,509,Bur oak,Southern Rocky Mountain Ponderosa Pine Savanna,Tree,SAF 237: Interior Ponderosa Pine
3667,195,509,7033,509,Bur oak,Dry,,509,Bur oak,Mediterranean California Subalpine Woodland,Tree,SAF 256: California Mixed Subalpine
3704,2,509,7056,509,Bur oak,Dry,,509,Bur oak,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
3780,3,509,9022,509,Bur oak,Dry,,509,Bur oak,Rocky Mountain Subalpine-Montane Riparian Woodland,Tree,SRM 422: Riparian
4264,23,509,7044,509,Bur oak,Dry,,509,Bur oak,Northern California Mesic Subalpine Woodland,Tree,SAF 205: Mountain Hemlock
4275,13,509,7051,509,Bur oak,Dry,,509,Bur oak,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
4748,2,509,7014,509,Bur oak,Dry,,509,Bur oak,Central and Southern California Mixed Evergreen Woodland,Tree,SAF 249: Canyon Live Oak
4847,23,509,7026,509,Bur oak,Dry,,509,Bur oak,Madrean Upper Montane Conifer-Oak Forest and Woodland,Tree,SAF 241: Western Live Oak
4880,1,509,7024,509,Bur oak,Dry,,509,Bur oak,Madrean Lower Montane Pine-Oak Forest and Woodland,Tree,SAF 241: Western Live Oak
54,67943,922,9170,922,California black oak,Dry,,933,Canyon live oak,North Pacific Lowland Mixed Hardwood-Conifer Forest,Tree,SAF 229: Pacific Douglas-Fir
813,2765,922,7156,922,California black oak,Dry,,933,Canyon live oak,North Pacific Lowland Riparian Forest,Tree,SAF 222: Black Cottonwood-Willow
1430,93849,922,7060,922,California black oak,Dry,,933,Canyon live oak,East Cascades Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1527,3245,922,7262,922,California black oak,Dry,,933,Canyon live oak,East Cascades Oak Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1548,1577,922,7263,922,California black oak,Dry,,933,Canyon live oak,East Cascades Oak-Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1615,113,922,7045,922,California black oak,Dry,,933,Canyon live oak,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,SAF 210: Interior Douglas-Fir
1631,74869,922,7008,922,California black oak,Dry,,933,Canyon live oak,North Pacific Oak Woodland,Tree,SAF 233: Oregon White Oak
1775,2065,922,7053,922,California black oak,Dry,,933,Canyon live oak,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Tree,SAF 237: Interior Ponderosa Pine
1819,2399,922,7047,922,California black oak,Dry,,933,Canyon live oak,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Tree,SAF 213: Grand Fir
1821,29,922,9002,922,California black oak,Dry,,933,Canyon live oak,Columbia Basin Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
1844,1,922,7050,922,California black oak,Dry,,933,Canyon live oak,Rocky Mountain Lodgepole Pine Forest,Tree,SAF 218: Lodgepole Pine
1942,266,922,9012,922,California black oak,Dry,,933,Canyon live oak,Northern Rocky Mountain Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
1958,4,922,7018,922,California black oak,Dry,,933,Canyon live oak,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Tree,SAF 213: Grand Fir
1963,5623,922,7158,922,California black oak,Dry,,933,Canyon live oak,North Pacific Montane Riparian Woodland,Tree,SAF 222: Black Cottonwood-Willow
2002,330,922,7011,922,California black oak,Dry,,933,Canyon live oak,Rocky Mountain Aspen Forest and Woodland,Tree,SAF 217: Aspen
2115,24,922,7165,922,California black oak,Dry,,933,Canyon live oak,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tree,SRM 109: Ponderosa Pine-Shrubland
2119,233093,922,7261,922,California black oak,Dry,,933,Canyon live oak,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2120,1714079,922,7030,922,California black oak,Dry,,933,Canyon live oak,Mediterranean California Lower Montane Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2190,121998,922,7260,922,California black oak,Dry,,933,Canyon live oak,Mediterranean California Lower Montane Black Oak Forest and Woodland,Tree,SAF 246: California Black Oak
2302,49,922,7035,922,California black oak,Dry,,933,Canyon live oak,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,Tree,SAF 229: Pacific Douglas-Fir
2344,987397,922,7029,922,California black oak,Dry,,933,Canyon live oak,Mediterranean California Mixed Oak Woodland,Tree,SAF 246: California Black Oak
2424,93190,922,9129,922,California black oak,Dry,,933,Canyon live oak,Mediterranean California Foothill and Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
2467,1,922,7063,922,California black oak,Dry,,933,Canyon live oak,North Pacific Broadleaf Landslide Forest,Tree,SAF 221: Red Alder
2476,521,922,9133,922,California black oak,Dry,,933,Canyon live oak,Mediterranean California Serpentine Foothill and Lower Montane Riparian Woodland and Seep,Tree,SRM 203: Riparian Woodland
2486,9134,922,7021,922,California black oak,Dry,,933,Canyon live oak,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Tree,SAF 231: Port Orford-Cedar
2487,465056,922,7028,922,California black oak,Dry,,933,Canyon live oak,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
2584,300,922,9003,922,California black oak,Dry,,933,Canyon live oak,Great Basin Foothill and Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
2606,170648,922,7027,922,California black oak,Dry,,933,Canyon live oak,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Tree,SAF 243: Sierra Nevada Mixed Conifer
2651,131,922,7037,922,California black oak,Dry,,933,Canyon live oak,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
2672,13391,922,7031,922,California black oak,Dry,,933,Canyon live oak,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,Tree,SAF 247: Jeffrey Pine
2716,5,922,7166,922,California black oak,Dry,,933,Canyon live oak,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
2741,143,922,7170,922,California black oak,Dry,,933,Canyon live oak,Klamath-Siskiyou Xeromorphic Serpentine Savanna,Tree,SAF 248: Knobcone Pine
2796,1148,922,7043,922,California black oak,Dry,,933,Canyon live oak,Mediterranean California Mixed Evergreen Forest,Tree,SAF 234: Douglas-Fir-Tanoak-Pacific Madrone
2945,33593,922,7177,922,California black oak,Dry,,933,Canyon live oak,California Coastal Closed-Cone Conifer Forest and Woodland,Tree,SAF 248: Knobcone Pine
2946,43,922,7017,922,California black oak,Dry,,933,Canyon live oak,Columbia Plateau Western Juniper Woodland and Savanna,Tree,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass
2956,2429,922,7032,922,California black oak,Dry,,933,Canyon live oak,Mediterranean California Red Fir Forest,Tree,SAF 207: Red Fir
3152,221,922,7022,922,California black oak,Dry,,933,Canyon live oak,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,Tree,SAF 248: Knobcone Pine
3153,1108,922,7062,922,California black oak,Dry,,933,Canyon live oak,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Tree,SRM 415: Curlleaf Mountain-Mahogany
3235,46,922,7033,922,California black oak,Dry,,933,Canyon live oak,Mediterranean California Subalpine Woodland,Tree,SAF 256: California Mixed Subalpine
3290,2601,922,7172,922,California black oak,Dry,,933,Canyon live oak,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tree,SAF 211: White Fir
3298,1,922,7044,922,California black oak,Dry,,933,Canyon live oak,Northern California Mesic Subalpine Woodland,Tree,SAF 205: Mountain Hemlock
3332,16,922,7173,922,California black oak,Dry,,933,Canyon live oak,North Pacific Wooded Volcanic Flowage,Tree,SAF 218: Lodgepole Pine
3441,693569,922,7114,922,California black oak,Dry,,933,Canyon live oak,California Lower Montane Foothill Pine Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
3484,59084,922,7265,922,California black oak,Dry,,933,Canyon live oak,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
3485,43296,922,7264,922,California black oak,Dry,,933,Canyon live oak,California Lower Montane Blue Oak Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
3523,115899,922,7112,922,California black oak,Dry,,933,Canyon live oak,California Central Valley Mixed Oak Savanna,Tree,SRM 201: Blue Oak Woodland
3527,113003,922,9302,922,California black oak,Dry,,933,Canyon live oak,Californian Ruderal Forest,Tree,LF 53: Ruderal Forest
3559,168,922,7061,922,California black oak,Dry,,933,Canyon live oak,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Tree,SAF 217: Aspen
3617,1310,922,7034,922,California black oak,Dry,,933,Canyon live oak,Mediterranean California Mesic Serpentine Woodland,Tree,SAF 248: Knobcone Pine
3743,516,922,7151,922,California black oak,Dry,,933,Canyon live oak,California Central Valley Riparian Woodland,Tree,SRM 203: Riparian Woodland
3765,48,922,7055,922,California black oak,Dry,,933,Canyon live oak,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
3784,6266,922,7051,922,California black oak,Dry,,933,Canyon live oak,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
3789,1073,922,7052,922,California black oak,Dry,,933,Canyon live oak,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
3849,3511,922,7015,922,California black oak,Dry,,933,Canyon live oak,California Coastal Redwood Forest,Tree,SAF 232: Redwood
3856,913,922,9019,922,California black oak,Dry,,933,Canyon live oak,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
3917,105,922,7019,922,California black oak,Dry,,933,Canyon live oak,Great Basin Pinyon-Juniper Woodland,Tree,SRM 412: Juniper-Pinyon Woodland
3949,749801,922,7113,922,California black oak,Dry,,933,Canyon live oak,California Coastal Live Oak Woodland and Savanna,Tree,SAF 255: California Coast Live Oak
4025,1055,922,7054,922,California black oak,Dry,,933,Canyon live oak,Southern Rocky Mountain Ponderosa Pine Woodland,Tree,SAF 237: Interior Ponderosa Pine
4212,87462,922,7014,922,California black oak,Dry,,933,Canyon live oak,Central and Southern California Mixed Evergreen Woodland,Tree,SAF 249: Canyon Live Oak
4276,3,922,7117,922,California black oak,Dry,,933,Canyon live oak,Southern Rocky Mountain Ponderosa Pine Savanna,Tree,SAF 237: Interior Ponderosa Pine
4281,7,922,9028,922,California black oak,Dry,,933,Canyon live oak,Western Great Plains Riparian Woodland,Tree,LF 42: Great Plains Riparian
4440,1003,922,9035,922,California black oak,Dry,,933,Canyon live oak,North American Warm Desert Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
4456,4,922,7058,922,California black oak,Dry,,933,Canyon live oak,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Tree,SAF 218: Lodgepole Pine
4483,33,922,9327,922,California black oak,Dry,,933,Canyon live oak,Interior West Ruderal Riparian Forest,Tree,LF 58: Introduced Woody Wetlands and Riparian Vegetation
4520,155,922,7012,922,California black oak,Dry,,933,Canyon live oak,Rocky Mountain Bigtooth Maple Ravine Woodland,Tree,SRM 418: Bigtooth Maple
4524,228398,922,7118,922,California black oak,Dry,,933,Canyon live oak,Southern California Oak Woodland and Savanna,Tree,SAF 255: California Coast Live Oak
4567,82655,922,7026,922,California black oak,Dry,,933,Canyon live oak,Madrean Upper Montane Conifer-Oak Forest and Woodland,Tree,SAF 241: Western Live Oak
4632,8,922,9154,922,California black oak,Dry,,933,Canyon live oak,North American Warm Desert Wash Woodland,Tree,SRM 203: Riparian Woodland
4656,228960,922,7024,922,California black oak,Dry,,933,Canyon live oak,Madrean Lower Montane Pine-Oak Forest and Woodland,Tree,SAF 241: Western Live Oak
4737,35,922,7023,922,California black oak,Dry,,933,Canyon live oak,Madrean Encinal,Tree,SAF 241: Western Live Oak
4882,13699,922,7057,922,California black oak,Dry,,933,Canyon live oak,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Tree,SAF 209: Bristlecone Pine
4897,5,922,7116,922,California black oak,Dry,,933,Canyon live oak,Madrean Juniper Savanna,Tree,SRM 735: Sideoats Grama-Sumac-Juniper
4931,5,922,7025,922,California black oak,Dry,,933,Canyon live oak,Madrean Pinyon-Juniper Woodland,Tree,SRM 504: Juniper-Pinyon Pine Woodland
32,33306,942,7063,942,California laurel,Dry,,942,California laurel,North Pacific Broadleaf Landslide Forest,Tree,SAF 221: Red Alder
51,26627,942,7156,942,California laurel,Dry,,942,California laurel,North Pacific Lowland Riparian Forest,Tree,SAF 222: Black Cottonwood-Willow
82,453,942,7178,942,California laurel,Dry,,942,California laurel,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Tree,SAF 227: Western Redcedar-Western Hemlock
84,5393,942,9170,942,California laurel,Dry,,942,California laurel,North Pacific Lowland Mixed Hardwood-Conifer Forest,Tree,SAF 229: Pacific Douglas-Fir
147,278,942,9165,942,California laurel,Dry,,942,California laurel,North Pacific Hardwood-Conifer Swamp,Tree,SAF 222: Black Cottonwood-Willow
584,313,942,7036,942,California laurel,Dry,,942,California laurel,North Pacific Seasonal Sitka Spruce Forest,Tree,SAF 223: Sitka Spruce
668,55,942,7042,942,California laurel,Dry,,942,California laurel,North Pacific Mesic Western Hemlock-Silver Fir Forest,Tree,SAF 226: Coastal True Fir-Hemlock
1154,3123,942,7008,942,California laurel,Dry,,942,California laurel,North Pacific Oak Woodland,Tree,SAF 233: Oregon White Oak
1357,71,942,7158,942,California laurel,Dry,,942,California laurel,North Pacific Montane Riparian Woodland,Tree,SAF 222: Black Cottonwood-Willow
