VALUE,COUNT,FSTTYP_W,LC16_EVT_2,FORTYPCD,FORTYPNAME,FILTER,KB COMMENT,FLDTYPCD,FLDTYPNAME,EVT_NAME,EVT_LF,SAF_SRM
562,6274,701,7056,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
563,11,701,7158,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,North Pacific Montane Riparian Woodland,Tree,SAF 222: Black Cottonwood-Willow
572,38,701,7010,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Northern Rocky Mountain Western Larch Savanna,Tree,SAF 212: Western Larch
614,3936,701,7053,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Tree,SAF 237: Interior Ponderosa Pine
634,11,701,7156,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,North Pacific Lowland Riparian Forest,Tree,SAF 222: Black Cottonwood-Willow
636,1254,701,9012,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Northern Rocky Mountain Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
647,190,701,7041,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,North Pacific Mountain Hemlock Forest,Tree,SAF 205: Mountain Hemlock
681,152,701,9022,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Rocky Mountain Subalpine-Montane Riparian Woodland,Tree,SRM 422: Riparian
691,17,701,7018,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Tree,SAF 213: Grand Fir
722,6,701,7174,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Tree,SAF 226: Coastal True Fir-Hemlock
777,34,701,7045,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,SAF 210: Interior Douglas-Fir
852,166,701,7047,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Tree,SAF 213: Grand Fir
911,15,701,7161,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Northern Rocky Mountain Conifer Swamp,Tree,SAF 227: Western Redcedar-Western Hemlock
1008,2617,701,7011,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Rocky Mountain Aspen Forest and Woodland,Tree,SAF 217: Aspen
1032,42211,701,7166,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
1035,1772,701,7049,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Tree,SAF 219: Limber Pine
1070,80,701,9015,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Northwestern Great Plains Riparian Forest,Tree,LF 42: Great Plains Riparian
1280,32066,701,9179,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,North-Central Interior Floodplain Forest,Tree,SAF 61: River Birch-Sycamore
1300,5117,701,7013,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Western Great Plains Dry Bur Oak Forest and Woodland,Tree,SAF 236: Bur Oak
1343,1467,701,9315,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Northern & Central Native Ruderal Forest,Tree,LF 53: Ruderal Forest
1346,626,701,9314,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Northern & Central Native Ruderal Flooded & Swamp Forest,Tree,LF 53: Ruderal Forest
1376,47,701,7385,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Great Plains Wooded Draw and Ravine Woodland,Tree,LF 41: Deciduous Shrubland
1551,1736,701,7061,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Tree,SAF 217: Aspen
1729,6,701,7395,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,North-Central Oak Barrens Woodland,Tree,SAF 14: Northern Pin Oak
1839,1,701,9002,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Columbia Basin Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
1902,156,701,7017,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Columbia Plateau Western Juniper Woodland and Savanna,Tree,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass
2107,1,701,7310,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,North-Central Interior Dry-Mesic Oak Forest and Woodland,Tree,SAF 52: White Oak-Black Oak-Northern Red Oak
2158,3,701,7311,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,North-Central Interior Dry Oak Forest and Woodland,Tree,SAF 110: Black Oak
2169,8,701,7058,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Tree,SAF 218: Lodgepole Pine
2398,28,701,7032,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Mediterranean California Red Fir Forest,Tree,SAF 207: Red Fir
2607,27,701,7062,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Tree,SRM 415: Curlleaf Mountain-Mahogany
2980,129,701,7033,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Mediterranean California Subalpine Woodland,Tree,SAF 256: California Mixed Subalpine
3192,6,701,7009,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Northwestern Great Plains Aspen Forest and Parkland,Tree,SAF 217: Aspen
3420,2,701,7314,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,North-Central Interior Maple-Basswood Forest,Tree,SAF 26: Sugar Maple-Basswood
4081,1,701,7044,701,Black ash / American elm / red maple,Wet,,707,Silver maple / American elm,Northern California Mesic Subalpine Woodland,Tree,SAF 205: Mountain Hemlock
922,3386,513,9002,513,Black locust,Wet,,513,Black locust,Columbia Basin Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
1528,136,513,7156,513,Black locust,Wet,,513,Black locust,North Pacific Lowland Riparian Forest,Tree,SAF 222: Black Cottonwood-Willow
1652,1,513,7063,513,Black locust,Wet,,513,Black locust,North Pacific Broadleaf Landslide Forest,Tree,SAF 221: Red Alder
1745,1,513,9327,513,Black locust,Wet,,513,Black locust,Interior West Ruderal Riparian Forest,Tree,LF 58: Introduced Woody Wetlands and Riparian Vegetation
1855,515,513,7158,513,Black locust,Wet,,513,Black locust,North Pacific Montane Riparian Woodland,Tree,SAF 222: Black Cottonwood-Willow
1913,3,513,9012,513,Black locust,Wet,,513,Black locust,Northern Rocky Mountain Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
2042,247,513,9315,513,Black locust,Wet,,513,Black locust,Northern & Central Native Ruderal Forest,Tree,LF 53: Ruderal Forest
2084,23,513,9314,513,Black locust,Wet,,513,Black locust,Northern & Central Native Ruderal Flooded & Swamp Forest,Tree,LF 53: Ruderal Forest
2459,42366,513,9129,513,Black locust,Wet,,513,Black locust,Mediterranean California Foothill and Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
2512,13,513,7037,513,Black locust,Wet,,513,Black locust,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
2745,219,513,7031,513,Black locust,Wet,,513,Black locust,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,Tree,SAF 247: Jeffrey Pine
2778,237,513,9133,513,Black locust,Wet,,513,Black locust,Mediterranean California Serpentine Foothill and Lower Montane Riparian Woodland and Seep,Tree,SRM 203: Riparian Woodland
2803,217,513,7043,513,Black locust,Wet,,513,Black locust,Mediterranean California Mixed Evergreen Forest,Tree,SAF 234: Douglas-Fir-Tanoak-Pacific Madrone
2918,547,513,7030,513,Black locust,Wet,,513,Black locust,Mediterranean California Lower Montane Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2927,262,513,7177,513,Black locust,Wet,,513,Black locust,California Coastal Closed-Cone Conifer Forest and Woodland,Tree,SAF 248: Knobcone Pine
2932,244,513,7029,513,Black locust,Wet,,513,Black locust,Mediterranean California Mixed Oak Woodland,Tree,SAF 246: California Black Oak
2940,21,513,7170,513,Black locust,Wet,,513,Black locust,Klamath-Siskiyou Xeromorphic Serpentine Savanna,Tree,SAF 248: Knobcone Pine
2974,12,513,7260,513,Black locust,Wet,,513,Black locust,Mediterranean California Lower Montane Black Oak Forest and Woodland,Tree,SAF 246: California Black Oak
2981,26,513,7261,513,Black locust,Wet,,513,Black locust,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2982,1,513,7008,513,Black locust,Wet,,513,Black locust,North Pacific Oak Woodland,Tree,SAF 233: Oregon White Oak
3376,10700,513,7310,513,Black locust,Wet,,513,Black locust,North-Central Interior Dry-Mesic Oak Forest and Woodland,Tree,SAF 52: White Oak-Black Oak-Northern Red Oak
3737,31099,513,7151,513,Black locust,Wet,,513,Black locust,California Central Valley Riparian Woodland,Tree,SRM 203: Riparian Woodland
3775,348,513,9302,513,Black locust,Wet,,513,Black locust,Californian Ruderal Forest,Tree,LF 53: Ruderal Forest
3787,174,513,9003,513,Black locust,Wet,,513,Black locust,Great Basin Foothill and Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
3800,88,513,9019,513,Black locust,Wet,,513,Black locust,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
4086,5,513,7112,513,Black locust,Wet,,513,Black locust,California Central Valley Mixed Oak Savanna,Tree,SRM 201: Blue Oak Woodland
4089,1,513,7012,513,Black locust,Wet,,513,Black locust,Rocky Mountain Bigtooth Maple Ravine Woodland,Tree,SRM 418: Bigtooth Maple
4159,36,513,7014,513,Black locust,Wet,,513,Black locust,Central and Southern California Mixed Evergreen Woodland,Tree,SAF 249: Canyon Live Oak
4165,25,513,7113,513,Black locust,Wet,,513,Black locust,California Coastal Live Oak Woodland and Savanna,Tree,SAF 255: California Coast Live Oak
4173,4,513,9022,513,Black locust,Wet,,513,Black locust,Rocky Mountain Subalpine-Montane Riparian Woodland,Tree,SRM 422: Riparian
4213,2,513,7034,513,Black locust,Wet,,513,Black locust,Mediterranean California Mesic Serpentine Woodland,Tree,SAF 248: Knobcone Pine
4293,1,513,7015,513,Black locust,Wet,,513,Black locust,California Coastal Redwood Forest,Tree,SAF 232: Redwood
4311,9,513,7114,513,Black locust,Wet,,513,Black locust,California Lower Montane Foothill Pine Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
4433,762,513,9035,513,Black locust,Wet,,513,Black locust,North American Warm Desert Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
4648,1,513,7019,513,Black locust,Wet,,513,Black locust,Great Basin Pinyon-Juniper Woodland,Tree,SRM 412: Juniper-Pinyon Woodland
4766,77,513,9034,513,Black locust,Wet,,513,Black locust,North American Warm Desert Riparian Woodland,Tree,SRM 203: Riparian Woodland
4767,1,513,7054,513,Black locust,Wet,,513,Black locust,Southern Rocky Mountain Ponderosa Pine Woodland,Tree,SAF 237: Interior Ponderosa Pine
4829,1,513,9152,513,Black locust,Wet,,513,Black locust,North American Warm Desert Riparian Mesquite Bosque Woodland,Tree,SRM 203: Riparian Woodland
630,95,516,7041,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,North Pacific Mountain Hemlock Forest,Tree,SAF 205: Mountain Hemlock
640,210,516,7035,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,Tree,SAF 229: Pacific Douglas-Fir
655,1207,516,7156,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,North Pacific Lowland Riparian Forest,Tree,SAF 222: Black Cottonwood-Willow
672,1254,516,7055,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
703,4392,516,7047,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Tree,SAF 213: Grand Fir
713,2485,516,7053,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Tree,SAF 237: Interior Ponderosa Pine
732,380,516,7010,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Northern Rocky Mountain Western Larch Savanna,Tree,SAF 212: Western Larch
737,1201,516,7018,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Tree,SAF 213: Grand Fir
793,524,516,9012,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Northern Rocky Mountain Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
799,52,516,7038,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,North Pacific Maritime Mesic Subalpine Parkland,Tree,SAF 205: Mountain Hemlock
800,26,516,7056,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
884,229,516,7174,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Tree,SAF 226: Coastal True Fir-Hemlock
890,120,516,7042,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,North Pacific Mesic Western Hemlock-Silver Fir Forest,Tree,SAF 226: Coastal True Fir-Hemlock
902,115,516,7165,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tree,SRM 109: Ponderosa Pine-Shrubland
909,13,516,7161,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Northern Rocky Mountain Conifer Swamp,Tree,SAF 227: Western Redcedar-Western Hemlock
956,1,516,9165,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,North Pacific Hardwood-Conifer Swamp,Tree,SAF 222: Black Cottonwood-Willow
1014,3,516,7045,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,SAF 210: Interior Douglas-Fir
1135,7,516,7158,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,North Pacific Montane Riparian Woodland,Tree,SAF 222: Black Cottonwood-Willow
1136,102,516,9022,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Rocky Mountain Subalpine-Montane Riparian Woodland,Tree,SRM 422: Riparian
1152,227,516,9002,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Columbia Basin Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
1236,23,516,7060,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,East Cascades Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1251,1,516,7262,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,East Cascades Oak Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1267,3,516,7050,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Rocky Mountain Lodgepole Pine Forest,Tree,SAF 218: Lodgepole Pine
1765,729,516,7011,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Rocky Mountain Aspen Forest and Woodland,Tree,SAF 217: Aspen
1898,209,516,7166,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
2245,62,516,7037,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
2272,20,516,7039,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
2321,3532,516,7032,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Mediterranean California Red Fir Forest,Tree,SAF 207: Red Fir
2547,1492,516,7310,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,North-Central Interior Dry-Mesic Oak Forest and Woodland,Tree,SAF 52: White Oak-Black Oak-Northern Red Oak
2734,47,516,9315,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Northern & Central Native Ruderal Forest,Tree,LF 53: Ruderal Forest
2775,5,516,7172,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tree,SAF 211: White Fir
3013,2807,516,7061,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Tree,SAF 217: Aspen
3035,22,516,7028,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
3112,1,516,9019,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
3419,45,516,7311,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,North-Central Interior Dry Oak Forest and Woodland,Tree,SAF 110: Black Oak
3480,6,516,7052,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
3819,26,516,7033,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Mediterranean California Subalpine Woodland,Tree,SAF 256: California Mixed Subalpine
3978,4,516,7031,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,Tree,SAF 247: Jeffrey Pine
4032,117,516,7044,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Northern California Mesic Subalpine Woodland,Tree,SAF 205: Mountain Hemlock
4063,1,516,7054,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Southern Rocky Mountain Ponderosa Pine Woodland,Tree,SAF 237: Interior Ponderosa Pine
4126,3,516,9302,516,Cherry / white ash / yellow-poplar,Wet,,503,White oak / red oak / hickory,Californian Ruderal Forest,Tree,LF 53: Ruderal Forest
6,68014,703,7063,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,North Pacific Broadleaf Landslide Forest,Tree,SAF 221: Red Alder
19,11326,703,9170,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,North Pacific Lowland Mixed Hardwood-Conifer Forest,Tree,SAF 229: Pacific Douglas-Fir
26,171907,703,7156,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,North Pacific Lowland Riparian Forest,Tree,SAF 222: Black Cottonwood-Willow
120,393999,703,7158,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,North Pacific Montane Riparian Woodland,Tree,SAF 222: Black Cottonwood-Willow
158,124,703,9165,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,North Pacific Hardwood-Conifer Swamp,Tree,SAF 222: Black Cottonwood-Willow
191,5492,703,7008,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,North Pacific Oak Woodland,Tree,SAF 233: Oregon White Oak
292,320,703,7036,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,North Pacific Seasonal Sitka Spruce Forest,Tree,SAF 223: Sitka Spruce
391,29004,703,9022,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Rocky Mountain Subalpine-Montane Riparian Woodland,Tree,SRM 422: Riparian
420,211663,703,9002,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Columbia Basin Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
532,28,703,7042,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,North Pacific Mesic Western Hemlock-Silver Fir Forest,Tree,SAF 226: Coastal True Fir-Hemlock
560,7585,703,7165,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tree,SRM 109: Ponderosa Pine-Shrubland
595,41,703,7178,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Tree,SAF 227: Western Redcedar-Western Hemlock
610,578191,703,9012,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Northern Rocky Mountain Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
699,428,703,7053,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Tree,SAF 237: Interior Ponderosa Pine
818,255,703,7018,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Tree,SAF 213: Grand Fir
857,20676,703,7011,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Rocky Mountain Aspen Forest and Woodland,Tree,SAF 217: Aspen
986,157,703,7047,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Tree,SAF 213: Grand Fir
994,2,703,7010,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Northern Rocky Mountain Western Larch Savanna,Tree,SAF 212: Western Larch
997,138,703,7050,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Rocky Mountain Lodgepole Pine Forest,Tree,SAF 218: Lodgepole Pine
1033,18,703,7161,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Northern Rocky Mountain Conifer Swamp,Tree,SAF 227: Western Redcedar-Western Hemlock
1051,313868,703,9015,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Northwestern Great Plains Riparian Forest,Tree,LF 42: Great Plains Riparian
1080,501369,703,7385,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Great Plains Wooded Draw and Ravine Woodland,Tree,LF 41: Deciduous Shrubland
1089,561,703,7045,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,SAF 210: Interior Douglas-Fir
1096,42965,703,7049,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Tree,SAF 219: Limber Pine
1097,78120,703,9014,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Northwestern Great Plains Floodplain Forest and Woodland,Tree,LF 42: Great Plains Riparian
1183,17,703,7174,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Tree,SAF 226: Coastal True Fir-Hemlock
1202,6999,703,7060,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,East Cascades Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1261,59830,703,9327,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Interior West Ruderal Riparian Forest,Tree,LF 58: Introduced Woody Wetlands and Riparian Vegetation
1269,7782,703,7009,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Northwestern Great Plains Aspen Forest and Parkland,Tree,SAF 217: Aspen
1279,5962,703,7013,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Western Great Plains Dry Bur Oak Forest and Woodland,Tree,SAF 236: Bur Oak
1304,63,703,7262,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,East Cascades Oak Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1410,8337,703,7166,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
1482,68,703,7263,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,East Cascades Oak-Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1583,881,703,7057,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Tree,SAF 209: Bristlecone Pine
1645,5669,703,7062,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Tree,SRM 415: Curlleaf Mountain-Mahogany
1969,7,703,7056,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
1981,272201,703,9019,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
2175,302367,703,9129,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Mediterranean California Foothill and Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
2188,4963,703,7029,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Mediterranean California Mixed Oak Woodland,Tree,SAF 246: California Black Oak
2216,8637,703,7030,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Mediterranean California Lower Montane Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2236,509,703,7027,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Tree,SAF 243: Sierra Nevada Mixed Conifer
2259,1,703,7172,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tree,SAF 211: White Fir
2265,2889,703,7031,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,Tree,SAF 247: Jeffrey Pine
2423,65,703,7261,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2427,26135,703,9003,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Great Basin Foothill and Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
2450,1032,703,7019,703,Cottonwood,Wet,,706,Sugarberry / hackberry / elm / green ash,Great Basin Pinyon-Juniper Woodland,Tree,SRM 412: Juniper-Pinyon Woodland
